edge_id,source_strut_id,source_class,k,neighbor_edge_ids,neighbor_categories,neighbor_distances_mm,present_neighbor_count,unintentional_missing_neighbor_count,unintentional_broken_neighbor_count,intentional_missing_neighbor_count,resolved_neighbor_count,unresolved_neighbor_count
E_N008981_N010121,18256,unintentional_missing,5,"[""E_N008981_N008982"",""E_N008981_N010119"",""E_N008982_N010121"",""E_N010119_N010121"",""E_N008967_N010121""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N008981_N010121,18256,unintentional_missing,10,"[""E_N008981_N008982"",""E_N008981_N010119"",""E_N008982_N010121"",""E_N010119_N010121"",""E_N008967_N010121"",""E_N008981_N008987"",""E_N008981_N010135"",""E_N008982_N010119"",""E_N010115_N010121"",""E_N008981_N008985""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N008981_N010135,18289,unintentional_missing,1,"[""E_N008996_N010135""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008981_N010135,18289,unintentional_missing,3,"[""E_N008996_N010135"",""E_N008981_N008996"",""E_N008981_N010119""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008981_N010135,18289,unintentional_missing,5,"[""E_N008996_N010135"",""E_N008981_N008996"",""E_N008981_N010119"",""E_N010119_N010135"",""E_N008995_N010135""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N008981_N010135,18289,unintentional_missing,10,"[""E_N008996_N010135"",""E_N008981_N008996"",""E_N008981_N010119"",""E_N010119_N010135"",""E_N008995_N010135"",""E_N008981_N009001"",""E_N008981_N010121"",""E_N008996_N010119"",""E_N010115_N010135"",""E_N008995_N008996""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",5,5,0,0,10,0
E_N008995_N008996,18274,unintentional_missing,1,"[""E_N008996_N009001""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008995_N008996,18274,unintentional_missing,3,"[""E_N008996_N009001"",""E_N008996_N010135"",""E_N008995_N008999""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N008995_N008996,18274,unintentional_missing,5,"[""E_N008996_N009001"",""E_N008996_N010135"",""E_N008995_N008999"",""E_N008995_N009001"",""E_N008995_N010133""]","[""present"",""present"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329]",4,1,0,0,5,0
E_N008995_N008996,18274,unintentional_missing,10,"[""E_N008996_N009001"",""E_N008996_N010135"",""E_N008995_N008999"",""E_N008995_N009001"",""E_N008995_N010133"",""E_N008995_N010135"",""E_N008996_N008999"",""E_N008996_N010133"",""E_N008981_N008996"",""E_N008869_N008996""]","[""present"",""present"",""present"",""unintentional_missing"",""present"",""unintentional_missing"",""present"",""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001]",8,2,0,0,10,0
E_N008995_N009001,15971,unintentional_missing,1,"[""E_N008996_N009001""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008995_N009001,15971,unintentional_missing,3,"[""E_N008996_N009001"",""E_N008995_N008996"",""E_N008995_N008999""]","[""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",2,1,0,0,3,0
E_N008995_N009001,15971,unintentional_missing,5,"[""E_N008996_N009001"",""E_N008995_N008996"",""E_N008995_N008999"",""E_N008999_N009001"",""E_N008981_N009001""]","[""present"",""unintentional_missing"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",3,2,0,0,5,0
E_N008995_N009001,15971,unintentional_missing,10,"[""E_N008996_N009001"",""E_N008995_N008996"",""E_N008995_N008999"",""E_N008999_N009001"",""E_N008981_N009001"",""E_N007861_N009001"",""E_N008995_N009015"",""E_N008995_N010135"",""E_N008996_N008999"",""E_N008981_N008996""]","[""present"",""unintentional_missing"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",5,5,0,0,10,0
E_N008995_N009015,15998,unintentional_missing,1,"[""E_N008995_N008999""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N008995_N009015,15998,unintentional_missing,3,"[""E_N008995_N008999"",""E_N008995_N009010"",""E_N008999_N009015""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008995_N009015,15998,unintentional_missing,5,"[""E_N008995_N008999"",""E_N008995_N009010"",""E_N008999_N009015"",""E_N009010_N009015"",""E_N009009_N009015""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N008995_N009015,15998,unintentional_missing,10,"[""E_N008995_N008999"",""E_N008995_N009010"",""E_N008999_N009015"",""E_N009010_N009015"",""E_N009009_N009015"",""E_N007861_N009015"",""E_N008995_N009001"",""E_N008995_N010149"",""E_N008999_N009010"",""E_N009009_N009010""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N008995_N010135,18288,unintentional_missing,1,"[""E_N008996_N010135""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008995_N010135,18288,unintentional_missing,3,"[""E_N008996_N010135"",""E_N008995_N008996"",""E_N008995_N010133""]","[""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",2,1,0,0,3,0
E_N008995_N010135,18288,unintentional_missing,5,"[""E_N008996_N010135"",""E_N008995_N008996"",""E_N008995_N010133"",""E_N010133_N010135"",""E_N008981_N010135""]","[""present"",""unintentional_missing"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",3,2,0,0,5,0
E_N008995_N010135,18288,unintentional_missing,10,"[""E_N008996_N010135"",""E_N008995_N008996"",""E_N008995_N010133"",""E_N010133_N010135"",""E_N008981_N010135"",""E_N008995_N009001"",""E_N008995_N010149"",""E_N008996_N010133"",""E_N010129_N010135"",""E_N008981_N008996""]","[""present"",""unintentional_missing"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",5,5,0,0,10,0
E_N008995_N010149,18321,unintentional_missing,1,"[""E_N008995_N009010""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N008995_N010149,18321,unintentional_missing,3,"[""E_N008995_N009010"",""E_N008995_N010133"",""E_N009010_N010149""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008995_N010149,18321,unintentional_missing,5,"[""E_N008995_N009010"",""E_N008995_N010133"",""E_N009010_N010149"",""E_N010133_N010149"",""E_N009009_N010149""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N008995_N010149,18321,unintentional_missing,10,"[""E_N008995_N009010"",""E_N008995_N010133"",""E_N009010_N010149"",""E_N010133_N010149"",""E_N009009_N010149"",""E_N008995_N009015"",""E_N008995_N010135"",""E_N009010_N010133"",""E_N010129_N010149"",""E_N009009_N009010""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N009009_N009015,15999,unintentional_missing,1,"[""E_N009010_N009015""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N009009_N009015,15999,unintentional_missing,3,"[""E_N009010_N009015"",""E_N009009_N009010"",""E_N009009_N009013""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N009009_N009015,15999,unintentional_missing,5,"[""E_N009010_N009015"",""E_N009009_N009010"",""E_N009009_N009013"",""E_N009013_N009015"",""E_N008995_N009015""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N009009_N009015,15999,unintentional_missing,10,"[""E_N009010_N009015"",""E_N009009_N009010"",""E_N009009_N009013"",""E_N009013_N009015"",""E_N008995_N009015"",""E_N007875_N009015"",""E_N009009_N009029"",""E_N009009_N010149"",""E_N009010_N009013"",""E_N008995_N009010""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N009009_N009029,16026,unintentional_missing,1,"[""E_N009009_N009013""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N009009_N009029,16026,unintentional_missing,3,"[""E_N009009_N009013"",""E_N009009_N009024"",""E_N009013_N009029""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N009009_N009029,16026,unintentional_missing,5,"[""E_N009009_N009013"",""E_N009009_N009024"",""E_N009013_N009029"",""E_N009024_N009029"",""E_N007875_N009029""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N009009_N009029,16026,unintentional_missing,10,"[""E_N009009_N009013"",""E_N009009_N009024"",""E_N009013_N009029"",""E_N009024_N009029"",""E_N007875_N009029"",""E_N009009_N009015"",""E_N009009_N010163"",""E_N009013_N009024"",""E_N009023_N009029"",""E_N007875_N009013""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N009009_N010149,18320,unintentional_missing,1,"[""E_N009010_N010149""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N009009_N010149,18320,unintentional_missing,3,"[""E_N009010_N010149"",""E_N009009_N009010"",""E_N009009_N010147""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N009009_N010149,18320,unintentional_missing,5,"[""E_N009010_N010149"",""E_N009009_N009010"",""E_N009009_N010147"",""E_N010147_N010149"",""E_N008995_N010149""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N009009_N010149,18320,unintentional_missing,10,"[""E_N009010_N010149"",""E_N009009_N009010"",""E_N009009_N010147"",""E_N010147_N010149"",""E_N008995_N010149"",""E_N009009_N009015"",""E_N009009_N010163"",""E_N009010_N010147"",""E_N010143_N010149"",""E_N008995_N009010""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N009009_N010163,18353,unintentional_missing,1,"[""E_N009009_N009024""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N009009_N010163,18353,unintentional_missing,3,"[""E_N009009_N009024"",""E_N009009_N010147"",""E_N009024_N010163""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N009009_N010163,18353,unintentional_missing,5,"[""E_N009009_N009024"",""E_N009009_N010147"",""E_N009024_N010163"",""E_N010147_N010163"",""E_N009009_N009029""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N009009_N010163,18353,unintentional_missing,10,"[""E_N009009_N009024"",""E_N009009_N010147"",""E_N009024_N010163"",""E_N010147_N010163"",""E_N009009_N009029"",""E_N009009_N010149"",""E_N009023_N010163"",""E_N009024_N010147"",""E_N010143_N010163"",""E_N009009_N009013""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N009023_N009029,16027,unintentional_missing,1,"[""E_N009023_N009024""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N009023_N009029,16027,unintentional_missing,3,"[""E_N009023_N009024"",""E_N009023_N009027"",""E_N009024_N009029""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N009023_N009029,16027,unintentional_missing,5,"[""E_N009023_N009024"",""E_N009023_N009027"",""E_N009024_N009029"",""E_N009027_N009029"",""E_N007889_N009029""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N009023_N009029,16027,unintentional_missing,10,"[""E_N009023_N009024"",""E_N009023_N009027"",""E_N009024_N009029"",""E_N009027_N009029"",""E_N007889_N009029"",""E_N009009_N009029"",""E_N009023_N009043"",""E_N009023_N010163"",""E_N009024_N009027"",""E_N007889_N009027""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,3,0,0,9,1
E_N009023_N010163,18352,unintentional_missing,1,"[""E_N009023_N009024""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N009023_N010163,18352,unintentional_missing,3,"[""E_N009023_N009024"",""E_N009023_N010161"",""E_N009024_N010163""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N009023_N010163,18352,unintentional_missing,5,"[""E_N009023_N009024"",""E_N009023_N010161"",""E_N009024_N010163"",""E_N010161_N010163"",""E_N009009_N010163""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N009023_N010163,18352,unintentional_missing,10,"[""E_N009023_N009024"",""E_N009023_N010161"",""E_N009024_N010163"",""E_N010161_N010163"",""E_N009009_N010163"",""E_N009023_N009029"",""E_N009023_N010177"",""E_N009024_N010161"",""E_N010157_N010163"",""E_N009023_N009027""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"","""",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,3,0,0,9,1
